id,name,date,age,mins,played,G,NPG,maxG,maxNPG,G90,NPG90
3,Luis Suárez,2013-12-26,26.921,12097,144,87,84,331,310,0.69,0.65
3,Luis Suárez,2014-01-25,27.003,12561,150,90,87,331,310,0.69,0.65
3,Luis Suárez,2014-02-23,27.083,13097,156,91,88,331,310,0.69,0.65
3,Luis Suárez,2014-04-06,27.198,13637,162,97,94,331,310,0.69,0.65
3,Luis Suárez,2014-10-25,27.751,14156,168,99,96,331,310,0.69,0.65
3,Luis Suárez,2014-11-30,27.849,14612,174,100,97,331,310,0.69,0.65
3,Luis Suárez,2015-01-08,27.956,15132,180,103,100,331,310,0.69,0.65
3,Luis Suárez,2015-02-08,28.041,15651,186,105,102,331,310,0.69,0.65
3,Luis Suárez,2015-03-04,28.107,16113,192,110,107,331,310,0.69,0.65
3,Luis Suárez,2015-04-08,28.203,16649,198,115,112,331,310,0.69,0.65
3,Luis Suárez,2015-04-28,28.257,17139,204,120,117,331,310,0.69,0.65
3,Luis Suárez,2015-06-06,28.364,17623,210,124,121,331,310,0.69,0.65
3,Luis Suárez,2015-09-12,28.632,18193,216,126,123,331,310,0.69,0.65
3,Luis Suárez,2015-10-17,28.728,18733,222,131,128,331,310,0.69,0.65
3,Luis Suárez,2015-11-21,28.824,19273,228,139,135,331,310,0.69,0.65
3,Luis Suárez,2015-12-20,28.903,19813,234,148,143,331,310,0.69,0.65
3,Luis Suárez,2016-01-23,28.997,20353,240,153,148,331,310,0.69,0.65
3,Luis Suárez,2016-02-17,29.065,20893,246,164,159,331,310,0.69,0.65
3,Luis Suárez,2016-03-16,29.142,21433,252,167,162,331,310,0.69,0.65
3,Luis Suárez,2016-04-20,29.238,21973,258,173,168,331,310,0.69,0.65
3,Luis Suárez,2016-08-14,29.555,22479,264,184,177,331,310,0.69,0.65
3,Luis Suárez,2016-09-21,29.659,22919,270,190,183,331,310,0.69,0.65
3,Luis Suárez,2016-10-22,29.744,23397,276,193,186,331,310,0.69,0.65
3,Luis Suárez,2016-12-03,29.859,23931,282,195,188,331,310,0.69,0.65
3,Luis Suárez,2017-01-14,29.974,24449,288,201,194,331,310,0.69,0.65
3,Luis Suárez,2017-02-07,30.04,24973,294,206,199,331,310,0.69,0.65
3,Luis Suárez,2017-03-04,30.108,25469,300,210,203,331,310,0.69,0.65
3,Luis Suárez,2017-04-08,30.204,25983,306,215,208,331,310,0.69,0.65
3,Luis Suárez,2017-05-06,30.281,26523,312,218,211,331,310,0.69,0.65
3,Luis Suárez,2017-09-12,30.634,27052,318,221,214,331,310,0.69,0.65
3,Luis Suárez,2017-10-18,30.732,27591,324,223,216,331,310,0.69,0.65
3,Luis Suárez,2017-11-22,30.828,28123,330,225,218,331,310,0.69,0.65
3,Luis Suárez,2017-12-23,30.913,28648,336,230,223,331,310,0.69,0.65
3,Luis Suárez,2018-01-25,31.003,29128,342,237,230,331,310,0.69,0.65
3,Luis Suárez,2018-02-17,31.066,29668,348,240,233,331,310,0.69,0.65
3,Luis Suárez,2018-03-14,31.135,30208,354,244,237,331,310,0.69,0.65
3,Luis Suárez,2018-04-21,31.239,30748,360,249,242,331,310,0.69,0.65
3,Luis Suárez,2018-08-12,31.548,31227,366,251,243,331,310,0.69,0.65
3,Luis Suárez,2018-09-23,31.663,31767,372,254,245,331,310,0.69,0.65
3,Luis Suárez,2018-10-24,31.748,32237,378,255,245,331,310,0.69,0.65
3,Luis Suárez,2018-12-08,31.871,32766,384,261,250,331,310,0.69,0.65
3,Luis Suárez,2019-01-20,31.989,33243,390,266,255,331,310,0.69,0.65
3,Luis Suárez,2019-02-10,32.047,33720,396,267,256,331,310,0.69,0.65
3,Luis Suárez,2019-03-09,32.12,34188,402,271,259,331,310,0.69,0.65
3,Luis Suárez,2019-04-10,32.208,34727,408,274,262,331,310,0.69,0.65
3,Luis Suárez,2019-05-07,32.282,35267,414,276,263,331,310,0.69,0.65
3,Luis Suárez,2019-09-28,32.676,35682,420,279,266,331,310,0.69,0.65
3,Luis Suárez,2019-11-02,32.772,36173,426,284,271,331,310,0.69,0.65
3,Luis Suárez,2019-12-10,32.876,36577,432,287,274,331,310,0.69,0.65
3,Luis Suárez,2020-06-13,33.385,37055,438,290,276,331,310,0.69,0.65
3,Luis Suárez,2020-07-05,33.446,37497,444,293,279,331,310,0.69,0.65
3,Luis Suárez,2020-08-14,33.555,37924,450,297,282,331,310,0.69,0.65
3,Luis Suárez,2020-10-24,33.749,38305,456,301,286,331,310,0.69,0.65
3,Luis Suárez,2020-12-12,33.884,38748,462,302,287,331,310,0.69,0.65
3,Luis Suárez,2021-01-21,33.993,39251,468,308,292,331,310,0.69,0.65
3,Luis Suárez,2021-02-20,34.075,39785,474,313,296,331,310,0.69,0.65
3,Luis Suárez,2021-03-17,34.144,40262,480,315,297,331,310,0.69,0.65
3,Luis Suárez,2021-05-12,34.297,40726,486,316,298,331,310,0.69,0.65
3,Luis Suárez,2021-09-12,34.634,41100,492,319,301,331,310,0.69,0.65
3,Luis Suárez,2021-10-02,34.689,41567,498,323,304,331,310,0.69,0.65
3,Luis Suárez,2021-11-07,34.787,41943,504,326,306,331,310,0.69,0.65
3,Luis Suárez,2021-12-12,34.883,42180,510,326,306,331,310,0.69,0.65
3,Luis Suárez,2022-01-19,34.987,42489,516,327,307,331,310,0.69,0.65
3,Luis Suárez,2022-02-26,35.091,42844,522,329,309,331,310,0.69,0.65
3,Luis Suárez,2022-04-13,35.217,43006,528,331,310,331,310,0.69,0.65
3,Luis Suárez,2022-05-22,35.324,43199,533,331,310,331,310,0.69,0.65
4,Hugo Sánchez,1981-09-16,23.184,14,1,0,0,262,200,0.68,0.52
4,Hugo Sánchez,1981-11-29,23.387,326,6,1,1,262,200,0.68,0.52
4,Hugo Sánchez,1982-01-10,23.502,822,12,3,2,262,200,0.68,0.52
4,Hugo Sánchez,1982-03-28,23.713,1358,18,5,4,262,200,0.68,0.52
4,Hugo Sánchez,1982-09-11,24.17,1887,24,10,6,262,200,0.68,0.52
4,Hugo Sánchez,1982-10-24,24.287,2427,30,13,8,262,200,0.68,0.52
4,Hugo Sánchez,1982-12-05,24.402,2967,36,17,12,262,200,0.68,0.52
4,Hugo Sánchez,1983-01-23,24.537,3507,42,18,12,262,200,0.68,0.52
4,Hugo Sánchez,1983-03-20,24.69,4022,48,20,13,262,200,0.68,0.52
4,Hugo Sánchez,1983-09-03,25.147,4562,54,24,15,262,200,0.68,0.52
4,Hugo Sánchez,1983-10-01,25.224,5102,60,26,16,262,200,0.68,0.52
4,Hugo Sánchez,1983-11-09,25.331,5642,66,27,16,262,200,0.68,0.52
4,Hugo Sánchez,1984-02-04,25.569,6173,72,31,20,262,200,0.68,0.52
4,Hugo Sánchez,1984-04-01,25.725,6713,78,33,21,262,200,0.68,0.52
4,Hugo Sánchez,1984-09-19,26.193,7253,84,35,23,262,200,0.68,0.52
4,Hugo Sánchez,1984-10-20,26.278,7753,90,38,25,262,200,0.68,0.52
4,Hugo Sánchez,1984-11-25,26.376,8293,96,40,25,262,200,0.68,0.52
4,Hugo Sánchez,1985-01-13,26.511,8833,102,43,26,262,200,0.68,0.52
4,Hugo Sánchez,1985-02-20,26.615,9373,108,49,32,262,200,0.68,0.52
4,Hugo Sánchez,1985-03-31,26.721,9913,114,54,37,262,200,0.68,0.52
4,Hugo Sánchez,1985-09-08,27.162,10443,120,59,41,262,200,0.68,0.52
4,Hugo Sánchez,1985-10-13,27.258,10983,126,62,44,262,200,0.68,0.52
4,Hugo Sánchez,1985-11-09,27.332,11523,132,64,46,262,200,0.68,0.52
4,Hugo Sánchez,1985-12-15,27.431,12063,138,70,51,262,200,0.68,0.52
4,Hugo Sánchez,1986-01-26,27.546,12603,144,73,53,262,200,0.68,0.52
4,Hugo Sánchez,1986-03-05,27.65,13143,150,75,55,262,200,0.68,0.52
4,Hugo Sánchez,1986-04-02,27.726,13653,156,76,56,262,200,0.68,0.52
4,Hugo Sánchez,1986-05-06,27.819,14109,162,84,62,262,200,0.68,0.52
4,Hugo Sánchez,1986-09-21,28.197,14649,168,92,68,262,200,0.68,0.52
4,Hugo Sánchez,1986-10-22,28.282,15189,174,95,70,262,200,0.68,0.52
4,Hugo Sánchez,1986-11-23,28.37,15759,180,100,75,262,200,0.68,0.52
4,Hugo Sánchez,1987-01-11,28.504,16299,186,103,78,262,200,0.68,0.52
4,Hugo Sánchez,1987-02-22,28.619,16828,192,109,80,262,200,0.68,0.52
4,Hugo Sánchez,1987-03-26,28.706,17368,198,114,81,262,200,0.68,0.52
4,Hugo Sánchez,1987-05-10,28.83,17906,204,114,81,262,200,0.68,0.52
4,Hugo Sánchez,1987-06-21,28.945,18425,210,121,86,262,200,0.68,0.52
4,Hugo Sánchez,1987-09-30,29.221,18950,216,127,91,262,200,0.68,0.52
4,Hugo Sánchez,1987-11-04,29.317,19490,222,131,94,262,200,0.68,0.52
4,Hugo Sánchez,1987-12-20,29.443,20030,228,135,96,262,200,0.68,0.52
4,Hugo Sánchez,1988-02-07,29.577,20570,234,140,99,262,200,0.68,0.52
4,Hugo Sánchez,1988-03-06,29.654,21085,240,145,102,262,200,0.68,0.52
4,Hugo Sánchez,1988-04-02,29.728,21625,246,149,106,262,200,0.68,0.52
4,Hugo Sánchez,1988-05-08,29.826,22165,252,152,108,262,200,0.68,0.52
4,Hugo Sánchez,1988-10-02,30.229,22705,258,156,111,262,200,0.68,0.52
4,Hugo Sánchez,1988-10-30,30.305,23245,264,160,113,262,200,0.68,0.52
4,Hugo Sánchez,1988-12-11,30.42,23750,270,165,118,262,200,0.68,0.52
4,Hugo Sánchez,1989-02-12,30.593,24290,276,172,124,262,200,0.68,0.52
4,Hugo Sánchez,1989-03-15,30.678,24860,282,176,126,262,200,0.68,0.52
4,Hugo Sánchez,1989-04-19,30.773,25400,288,179,129,262,200,0.68,0.52
4,Hugo Sánchez,1989-06-11,30.919,25925,294,185,134,262,200,0.68,0.52
4,Hugo Sánchez,1989-09-24,31.206,26465,300,188,137,262,200,0.68,0.52
4,Hugo Sánchez,1989-10-22,31.283,27005,306,193,141,262,200,0.68,0.52
4,Hugo Sánchez,1989-11-25,31.376,27545,312,200,148,262,200,0.68,0.52
4,Hugo Sánchez,1990-01-20,31.529,28059,318,206,154,262,200,0.68,0.52
4,Hugo Sánchez,1990-02-18,31.608,28548,324,213,160,262,200,0.68,0.52
4,Hugo Sánchez,1990-03-31,31.721,29088,330,219,165,262,200,0.68,0.52
4,Hugo Sánchez,1990-09-02,32.145,29608,336,224,169,262,200,0.68,0.52
4,Hugo Sánchez,1990-10-07,32.241,30148,342,231,176,262,200,0.68,0.52
4,Hugo Sánchez,1990-11-17,32.353,30663,348,237,181,262,200,0.68,0.52
4,Hugo Sánchez,1991-01-12,32.507,31188,354,240,184,262,200,0.68,0.52
4,Hugo Sánchez,1992-01-12,33.506,31629,360,242,185,262,200,0.68,0.52
4,Hugo Sánchez,1992-02-29,33.637,32149,366,243,186,262,200,0.68,0.52
4,Hugo Sánchez,1993-09-26,35.211,32689,372,249,191,262,200,0.68,0.52
4,Hugo Sánchez,1993-11-10,35.335,33229,378,251,193,262,200,0.68,0.52
4,Hugo Sánchez,1993-12-19,35.441,33769,384,258,197,262,200,0.68,0.52
4,Hugo Sánchez,1994-02-13,35.595,34216,390,259,198,262,200,0.68,0.52
4,Hugo Sánchez,1994-03-27,35.71,34699,396,262,200,262,200,0.68,0.52
4,Hugo Sánchez,1994-04-10,35.748,34786,398,262,200,262,200,0.68,0.52
5,Zlatan Ibrahimović,2001-08-08,19.847,44,1,0,0,400,331,0.68,0.56
5,Zlatan Ibrahimović,2001-11-01,20.079,354,6,2,2,400,331,0.68,0.56
5,Zlatan Ibrahimović,2002-11-27,21.15,773,12,6,6,400,331,0.68,0.56
5,Zlatan Ibrahimović,2003-04-08,21.511,1279,18,7,7,400,331,0.68,0.56
5,Zlatan Ibrahimović,2003-10-22,22.051,1785,24,9,9,400,331,0.68,0.56
5,Zlatan Ibrahimović,2004-09-19,22.962,2188,30,10,10,400,331,0.68,0.56
5,Zlatan Ibrahimović,2004-10-19,23.044,2654,36,12,12,400,331,0.68,0.56
5,Zlatan Ibrahimović,2004-11-10,23.105,3168,42,14,14,400,331,0.68,0.56
5,Zlatan Ibrahimović,2004-12-12,23.192,3622,48,16,15,400,331,0.68,0.56
5,Zlatan Ibrahimović,2005-01-30,23.326,4128,54,18,17,400,331,0.68,0.56
5,Zlatan Ibrahimović,2005-02-27,23.403,4599,60,19,18,400,331,0.68,0.56
5,Zlatan Ibrahimović,2005-04-09,23.515,5100,66,21,20,400,331,0.68,0.56
5,Zlatan Ibrahimović,2005-05-29,23.652,5561,72,25,24,400,331,0.68,0.56
5,Zlatan Ibrahimović,2005-09-21,23.967,6055,78,25,24,400,331,0.68,0.56
5,Zlatan Ibrahimović,2005-10-23,24.055,6451,84,28,27,400,331,0.68,0.56
5,Zlatan Ibrahimović,2005-12-01,24.162,6922,90,30,29,400,331,0.68,0.56
5,Zlatan Ibrahimović,2006-01-07,24.263,7369,96,31,30,400,331,0.68,0.56
5,Zlatan Ibrahimović,2006-02-08,24.35,7636,102,32,31,400,331,0.68,0.56
5,Zlatan Ibrahimović,2006-03-12,24.438,8043,108,34,33,400,331,0.68,0.56
5,Zlatan Ibrahimović,2006-04-09,24.515,8492,114,34,33,400,331,0.68,0.56
5,Zlatan Ibrahimović,2006-08-26,24.895,8958,120,35,34,400,331,0.68,0.56
5,Zlatan Ibrahimović,2006-10-01,24.994,9467,126,36,35,400,331,0.68,0.56
5,Zlatan Ibrahimović,2006-11-05,25.09,9965,132,38,37,400,331,0.68,0.56
5,Zlatan Ibrahimović,2006-12-10,25.185,10420,138,41,40,400,331,0.68,0.56
5,Zlatan Ibrahimović,2007-01-28,25.32,10901,144,45,44,400,331,0.68,0.56
5,Zlatan Ibrahimović,2007-03-06,25.421,11392,150,47,46,400,331,0.68,0.56
5,Zlatan Ibrahimović,2007-08-19,25.875,11838,156,50,49,400,331,0.68,0.56
5,Zlatan Ibrahimović,2007-09-26,25.979,12291,162,56,54,400,331,0.68,0.56
5,Zlatan Ibrahimović,2007-10-28,26.067,12723,168,59,55,400,331,0.68,0.56
5,Zlatan Ibrahimović,2007-12-05,26.171,13168,174,63,58,400,331,0.68,0.56
5,Zlatan Ibrahimović,2008-02-03,26.335,13708,180,69,60,400,331,0.68,0.56
5,Zlatan Ibrahimović,2008-03-19,26.459,14208,186,70,60,400,331,0.68,0.56
5,Zlatan Ibrahimović,2008-09-13,26.946,14706,192,73,63,400,331,0.68,0.56
5,Zlatan Ibrahimović,2008-10-04,27.003,15244,198,75,65,400,331,0.68,0.56
5,Zlatan Ibrahimović,2008-11-04,27.088,15777,204,77,67,400,331,0.68,0.56
5,Zlatan Ibrahimović,2008-12-06,27.176,16317,210,80,70,400,331,0.68,0.56
5,Zlatan Ibrahimović,2009-01-18,27.294,16765,216,86,76,400,331,0.68,0.56
5,Zlatan Ibrahimović,2009-02-21,27.387,17301,222,89,79,400,331,0.68,0.56
5,Zlatan Ibrahimović,2009-04-05,27.504,17841,228,94,83,400,331,0.68,0.56
5,Zlatan Ibrahimović,2009-05-17,27.619,18381,234,98,86,400,331,0.68,0.56
5,Zlatan Ibrahimović,2009-09-12,27.943,18893,240,103,91,400,331,0.68,0.56
5,Zlatan Ibrahimović,2009-10-03,28,19357,246,106,94,400,331,0.68,0.56
5,Zlatan Ibrahimović,2009-11-29,28.156,19828,252,110,98,400,331,0.68,0.56
5,Zlatan Ibrahimović,2009-12-19,28.211,20318,258,113,100,400,331,0.68,0.56
5,Zlatan Ibrahimović,2010-01-30,28.326,20806,264,114,101,400,331,0.68,0.56
5,Zlatan Ibrahimović,2010-03-17,28.452,21212,270,116,103,400,331,0.68,0.56
5,Zlatan Ibrahimović,2010-04-20,28.545,21612,276,121,107,400,331,0.68,0.56
5,Zlatan Ibrahimović,2010-08-14,28.862,21897,282,123,109,400,331,0.68,0.56
5,Zlatan Ibrahimović,2010-09-28,28.986,22437,288,128,114,400,331,0.68,0.56
5,Zlatan Ibrahimović,2010-11-03,29.084,22962,294,130,116,400,331,0.68,0.56
5,Zlatan Ibrahimović,2010-11-27,29.15,23497,300,134,118,400,331,0.68,0.56
5,Zlatan Ibrahimović,2011-01-16,29.287,23954,306,138,122,400,331,0.68,0.56
5,Zlatan Ibrahimović,2011-02-06,29.344,24407,312,141,125,400,331,0.68,0.56
5,Zlatan Ibrahimović,2011-03-09,29.429,24925,318,142,125,400,331,0.68,0.56
5,Zlatan Ibrahimović,2011-08-06,29.84,25380,324,145,128,400,331,0.68,0.56
5,Zlatan Ibrahimović,2011-10-23,30.053,25920,330,148,130,400,331,0.68,0.56
5,Zlatan Ibrahimović,2011-11-23,30.138,26445,336,154,135,400,331,0.68,0.56
5,Zlatan Ibrahimović,2012-01-08,30.264,26963,342,161,137,400,331,0.68,0.56
5,Zlatan Ibrahimović,2012-02-05,30.341,27402,348,165,141,400,331,0.68,0.56
5,Zlatan Ibrahimović,2012-03-17,30.453,27942,354,171,145,400,331,0.68,0.56
5,Zlatan Ibrahimović,2012-04-07,30.511,28438,360,174,146,400,331,0.68,0.56
5,Zlatan Ibrahimović,2012-05-06,30.59,28978,366,179,150,400,331,0.68,0.56
5,Zlatan Ibrahimović,2012-09-18,30.96,29501,372,185,154,400,331,0.68,0.56
5,Zlatan Ibrahimović,2012-10-24,31.058,30041,378,190,159,400,331,0.68,0.56
5,Zlatan Ibrahimović,2012-11-27,31.151,30592,384,193,162,400,331,0.68,0.56
5,Zlatan Ibrahimović,2012-12-21,31.217,31132,390,199,168,400,331,0.68,0.56
5,Zlatan Ibrahimović,2013-02-12,31.362,31606,396,202,170,400,331,0.68,0.56
5,Zlatan Ibrahimović,2013-03-17,31.452,32132,402,208,174,400,331,0.68,0.56
5,Zlatan Ibrahimović,2013-04-21,31.548,32702,408,211,176,400,331,0.68,0.56
5,Zlatan Ibrahimović,2013-08-03,31.833,33242,414,214,179,400,331,0.68,0.56
5,Zlatan Ibrahimović,2013-09-17,31.956,33773,420,215,180,400,331,0.68,0.56
5,Zlatan Ibrahimović,2013-10-19,32.044,34235,426,221,185,400,331,0.68,0.56
5,Zlatan Ibrahimović,2013-11-27,32.151,34764,432,231,194,400,331,0.68,0.56
5,Zlatan Ibrahimović,2014-01-08,32.266,35276,438,240,200,400,331,0.68,0.56
5,Zlatan Ibrahimović,2014-01-31,32.329,35706,444,243,202,400,331,0.68,0.56
5,Zlatan Ibrahimović,2014-03-02,32.411,36220,450,251,208,400,331,0.68,0.56
5,Zlatan Ibrahimović,2014-04-02,32.496,36720,456,254,211,400,331,0.68,0.56
5,Zlatan Ibrahimović,2014-08-16,32.868,37100,462,259,215,400,331,0.68,0.56
5,Zlatan Ibrahimović,2014-11-21,33.133,37558,468,262,218,400,331,0.68,0.56
5,Zlatan Ibrahimović,2014-12-20,33.213,38094,474,267,222,400,331,0.68,0.56
5,Zlatan Ibrahimović,2015-01-30,33.325,38634,480,270,224,400,331,0.68,0.56
5,Zlatan Ibrahimović,2015-03-07,33.424,39174,486,273,225,400,331,0.68,0.56
5,Zlatan Ibrahimović,2015-04-11,33.52,39655,492,283,230,400,331,0.68,0.56
5,Zlatan Ibrahimović,2015-08-30,33.906,40181,498,285,231,400,331,0.68,0.56
5,Zlatan Ibrahimović,2015-10-04,34.001,40687,504,289,233,400,331,0.68,0.56
5,Zlatan Ibrahimović,2015-11-21,34.133,41207,510,294,238,400,331,0.68,0.56
5,Zlatan Ibrahimović,2015-12-13,34.193,41657,516,301,242,400,331,0.68,0.56
5,Zlatan Ibrahimović,2016-01-19,34.294,42105,522,305,245,400,331,0.68,0.56
5,Zlatan Ibrahimović,2016-02-10,34.355,42532,528,312,252,400,331,0.68,0.56
5,Zlatan Ibrahimović,2016-03-09,34.431,43011,534,316,256,400,331,0.68,0.56
5,Zlatan Ibrahimović,2016-04-16,34.535,43551,540,326,266,400,331,0.68,0.56
5,Zlatan Ibrahimović,2016-05-14,34.612,44072,546,333,273,400,331,0.68,0.56
5,Zlatan Ibrahimović,2016-09-10,34.938,44611,552,340,278,400,331,0.68,0.56
5,Zlatan Ibrahimović,2016-10-02,34.998,45033,558,341,279,400,331,0.68,0.56
5,Zlatan Ibrahimović,2016-11-06,35.094,45543,564,343,281,400,331,0.68,0.56
5,Zlatan Ibrahimović,2016-12-11,35.19,46083,570,348,286,400,331,0.68,0.56
5,Zlatan Ibrahimović,2017-01-15,35.285,46623,576,354,292,400,331,0.68,0.56
5,Zlatan Ibrahimović,2017-02-16,35.373,47163,582,358,295,400,331,0.68,0.56
5,Zlatan Ibrahimović,2017-03-16,35.45,47641,588,361,298,400,331,0.68,0.56
5,Zlatan Ibrahimović,2017-11-18,36.126,48022,594,363,299,400,331,0.68,0.56
5,Zlatan Ibrahimović,2017-12-26,36.23,48197,600,364,300,400,331,0.68,0.56
5,Zlatan Ibrahimović,2020-02-09,38.352,48647,606,367,303,400,331,0.68,0.56
5,Zlatan Ibrahimović,2020-07-04,38.752,49078,612,369,304,400,331,0.68,0.56
5,Zlatan Ibrahimović,2020-07-24,38.806,49537,618,372,306,400,331,0.68,0.56
5,Zlatan Ibrahimović,2020-10-22,39.053,50042,624,380,313,400,331,0.68,0.56
5,Zlatan Ibrahimović,2020-11-22,39.138,50499,630,386,318,400,331,0.68,0.56
5,Zlatan Ibrahimović,2021-01-30,39.326,50878,636,389,320,400,331,0.68,0.56
5,Zlatan Ibrahimović,2021-03-18,39.455,51245,642,391,322,400,331,0.68,0.56
5,Zlatan Ibrahimović,2021-09-12,39.943,51671,648,393,324,400,331,0.68,0.56
5,Zlatan Ibrahimović,2021-11-03,40.085,51880,654,395,326,400,331,0.68,0.56
5,Zlatan Ibrahimović,2021-12-07,40.178,52325,660,398,329,400,331,0.68,0.56
5,Zlatan Ibrahimović,2022-01-23,40.307,52709,666,400,331,400,331,0.68,0.56
5,Zlatan Ibrahimović,2022-05-01,40.575,52784,672,400,331,400,331,0.68,0.56
5,Zlatan Ibrahimović,2022-05-22,40.632,52808,674,400,331,400,331,0.68,0.56
6,Gonzalo Higuaín,2007-01-11,19.088,90,1,0,0,291,271,0.64,0.59
6,Gonzalo Higuaín,2007-02-04,19.154,536,6,0,0,291,271,0.64,0.59
6,Gonzalo Higuaín,2007-03-10,19.247,917,12,1,1,291,271,0.64,0.59
6,Gonzalo Higuaín,2007-04-29,19.384,1346,18,1,1,291,271,0.64,0.59
6,Gonzalo Higuaín,2007-09-15,19.765,1586,24,3,3,291,271,0.64,0.59
6,Gonzalo Higuaín,2007-10-20,19.86,1852,30,4,4,291,271,0.64,0.59
6,Gonzalo Higuaín,2007-12-11,20.003,2000,36,4,4,291,271,0.64,0.59
6,Gonzalo Higuaín,2008-01-27,20.131,2341,42,5,5,291,271,0.64,0.59
6,Gonzalo Higuaín,2008-03-15,20.263,2532,48,6,6,291,271,0.64,0.59
6,Gonzalo Higuaín,2008-05-04,20.4,2753,54,10,10,291,271,0.64,0.59
6,Gonzalo Higuaín,2008-09-14,20.764,3069,60,13,13,291,271,0.64,0.59
6,Gonzalo Higuaín,2008-10-18,20.857,3504,66,15,14,291,271,0.64,0.59
6,Gonzalo Higuaín,2008-11-08,20.914,3916,72,22,19,291,271,0.64,0.59
6,Gonzalo Higuaín,2008-12-13,21.01,4353,78,23,20,291,271,0.64,0.59
6,Gonzalo Higuaín,2009-02-07,21.164,4820,84,26,23,291,271,0.64,0.59
6,Gonzalo Higuaín,2009-03-10,21.248,5229,90,27,24,291,271,0.64,0.59
6,Gonzalo Higuaín,2009-04-26,21.377,5698,96,31,27,291,271,0.64,0.59
6,Gonzalo Higuaín,2009-08-29,21.719,6120,102,35,31,291,271,0.64,0.59
6,Gonzalo Higuaín,2009-10-17,21.854,6404,108,37,33,291,271,0.64,0.59
6,Gonzalo Higuaín,2009-11-25,21.96,6891,114,42,38,291,271,0.64,0.59
6,Gonzalo Higuaín,2010-01-03,22.067,7359,120,47,43,291,271,0.64,0.59
6,Gonzalo Higuaín,2010-02-27,22.218,7760,126,53,49,291,271,0.64,0.59
6,Gonzalo Higuaín,2010-03-28,22.297,8275,132,60,56,291,271,0.64,0.59
6,Gonzalo Higuaín,2010-05-02,22.393,8794,138,62,58,291,271,0.64,0.59
6,Gonzalo Higuaín,2010-09-15,22.765,9326,144,65,61,291,271,0.64,0.59
6,Gonzalo Higuaín,2010-10-16,22.85,9835,150,69,65,291,271,0.64,0.59
6,Gonzalo Higuaín,2010-11-07,22.91,10251,156,71,67,291,271,0.64,0.59
6,Gonzalo Higuaín,2011-04-09,23.329,10568,162,74,70,291,271,0.64,0.59
6,Gonzalo Higuaín,2011-08-17,23.685,10891,168,77,73,291,271,0.64,0.59
6,Gonzalo Higuaín,2011-09-24,23.789,11033,174,79,75,291,271,0.64,0.59
6,Gonzalo Higuaín,2011-10-26,23.877,11331,180,86,82,291,271,0.64,0.59
6,Gonzalo Higuaín,2011-11-26,23.962,11656,186,90,86,291,271,0.64,0.59
6,Gonzalo Higuaín,2012-01-07,24.077,12106,192,93,89,291,271,0.64,0.59
6,Gonzalo Higuaín,2012-01-28,24.134,12387,198,94,90,291,271,0.64,0.59
6,Gonzalo Higuaín,2012-03-10,24.249,12777,204,97,93,291,271,0.64,0.59
6,Gonzalo Higuaín,2012-03-31,24.307,13096,210,101,97,291,271,0.64,0.59
6,Gonzalo Higuaín,2012-04-21,24.364,13298,216,102,98,291,271,0.64,0.59
6,Gonzalo Higuaín,2012-08-23,24.704,13619,222,104,100,291,271,0.64,0.59
6,Gonzalo Higuaín,2012-09-24,24.791,13999,228,107,103,291,271,0.64,0.59
6,Gonzalo Higuaín,2012-11-03,24.901,14341,234,111,107,291,271,0.64,0.59
6,Gonzalo Higuaín,2013-01-20,25.114,14597,240,112,108,291,271,0.64,0.59
6,Gonzalo Higuaín,2013-02-23,25.207,14946,246,113,109,291,271,0.64,0.59
6,Gonzalo Higuaín,2013-04-03,25.314,15336,252,116,112,291,271,0.64,0.59
6,Gonzalo Higuaín,2013-04-30,25.388,15661,258,118,114,291,271,0.64,0.59
6,Gonzalo Higuaín,2013-06-01,25.476,16001,264,121,117,291,271,0.64,0.59
6,Gonzalo Higuaín,2013-09-25,25.793,16505,270,125,121,291,271,0.64,0.59
6,Gonzalo Higuaín,2013-11-02,25.897,16825,276,127,121,291,271,0.64,0.59
6,Gonzalo Higuaín,2013-12-07,25.993,17361,282,131,125,291,271,0.64,0.59
6,Gonzalo Higuaín,2014-01-15,26.1,17795,288,134,127,291,271,0.64,0.59
6,Gonzalo Higuaín,2014-02-08,26.166,18271,294,138,130,291,271,0.64,0.59
6,Gonzalo Higuaín,2014-03-09,26.245,18777,300,141,133,291,271,0.64,0.59
6,Gonzalo Higuaín,2014-03-30,26.303,19193,306,142,134,291,271,0.64,0.59
6,Gonzalo Higuaín,2014-08-27,26.713,19688,312,146,137,291,271,0.64,0.59
6,Gonzalo Higuaín,2014-09-28,26.801,20118,318,147,137,291,271,0.64,0.59
6,Gonzalo Higuaín,2014-10-29,26.886,20497,324,152,141,291,271,0.64,0.59
6,Gonzalo Higuaín,2014-12-01,26.976,20931,330,155,144,291,271,0.64,0.59
6,Gonzalo Higuaín,2015-01-06,27.075,21292,336,159,148,291,271,0.64,0.59
6,Gonzalo Higuaín,2015-02-04,27.154,21747,342,163,151,291,271,0.64,0.59
6,Gonzalo Higuaín,2015-03-04,27.231,22234,348,164,152,291,271,0.64,0.59
6,Gonzalo Higuaín,2015-04-04,27.316,22686,354,168,155,291,271,0.64,0.59
6,Gonzalo Higuaín,2015-04-26,27.376,23148,360,171,157,291,271,0.64,0.59
6,Gonzalo Higuaín,2015-05-18,27.436,23564,366,172,158,291,271,0.64,0.59
